checklist_id,term,wave,source_set,baseline_file,baseline_line,baseline_dp_id,baseline_section,baseline_commit,first_use_file,first_use_line,recommended_file,recommended_section,placement_priority,placement_fitness_rating,divergence_match_category,divergence_reliability,divergence_similarity,before_evidence_ref,action_type,decision_detail,reason_code,reason_why,reason_quality,semantic_change_flag,review_attention,after_file,after_line,after_dp_id,after_section,after_commit,after_evidence_ref,phase1_status,final_quality,batch_id,quarantine_status,quarantine_reason,notes,rationale_uuid,rationale_inserted_at_utc,rationale_text_sha256,recommendation_priority,recommendation_used,deviation_permit_path,deviation_permit_sha256,deviation_approved_by,deviation_status
WA-011,implementation,WA,v2-foundational,generics.rst,65,fls_z311nxou9yi3,Generic Parameters,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,1457,expressions.rst,Arithmetic Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=implementation,move,Moved implementation definition to Implementations chapter.,relocate-conceptual-owner,"Before generics.rst:65 (fls_z311nxou9yi3) embedded implementation as part of generic implementation wording, which narrows the term to one specialization path. After implementations.rst:40 (fls_ivxpoxggy7s6), implementation is defined in the chapter that owns implementation semantics and conformance, improving conceptual ownership and leaving Rust 2021 behavior unchanged.",pass,none,none,implementations.rst,40,fls_ivxpoxggy7s6,Implementations,d74a460c5d92075c260e8cd8b4c6f69b9530f53c,,completed,resolved-high,batch-001,,,,b7404be7-4f34-4ed8-876b-9936c589ced8,2026-02-12T01:34:55Z,d6ebcac41fe921c4aa003ae78b9df84f7e80d26d727dd06ba4d457235244c200,high,yes,,,,
WA-012,method,WA,v2-foundational,expressions.rst,3654,fls_b7i26954j1hc,Method Call Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3659,,,none,good,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=method,move,Relocated method definition into Functions legality rules.,relocate-conceptual-owner,"Before expressions.rst:3654 (fls_b7i26954j1hc) defined method only as part of method call expression syntax, tying the term to invocation form instead of callable semantics. After functions.rst:68 (fls_uwuthzfgslif), method is defined in Functions where parameter passing and callable roles are introduced, improving conceptual placement and keeping semantics intact.",pass,none,none,functions.rst,68,fls_uwuthzfgslif,Functions,d74a460c5d92075c260e8cd8b4c6f69b9530f53c,,completed,resolved-high,batch-001,,,,ebc6ec61-478f-4d23-b1a0-0a7fef4f3361,2026-02-12T01:34:55Z,209798016e313d747c7870bfddfd25f2dc098947fff715ad0deab5d95e377aff,none,yes,,,,
WA-013,crate,WA,v2-foundational,macros.rst,316,fls_pcce9gmjpxba,Procedural Macros,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,53,program-structure-and-compilation.rst,Crates,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=crate,move,Moved crate definition to Crates section.,relocate-conceptual-owner,"Before macros.rst:316 (fls_pcce9gmjpxba) introduced crate in a procedural-macro restriction, which made the foundational compilation unit term appear as a macro-side prerequisite. After program-structure-and-compilation.rst:113 (fls_qwghk79ok5h0), crate is defined under Crates where ownership and chapter navigation are correct, with no semantic change for Rust 2021 rules.",pass,none,none,program-structure-and-compilation.rst,113,fls_qwghk79ok5h0,Crates,d74a460c5d92075c260e8cd8b4c6f69b9530f53c,,completed,resolved-high,batch-001,,,,4ada801c-9b0f-4be6-87c6-2ceefc200684,2026-02-12T01:34:55Z,f8fdcd38487ea653c98dd0a06067ee299faf1f933765a2bcb98507df2a446bf2,high,yes,,,,
WA-014,module,WA,v2-foundational,program-structure-and-compilation.rst,73,fls_odd1hj3y1mgu,Modules,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,735,entities-and-resolution.rst,Visibility,low_forward_ref,acceptable_at_home,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=module,retain,Retained module definition in Modules section.,no-change-not-mislocated,"Before program-structure-and-compilation.rst:73 (fls_odd1hj3y1mgu) already places module in the Modules subsection of the program-structure chapter, which is the direct conceptual owner for module hierarchy and source-file behavior. After review the same location remains best; no relocation was needed and semantic interpretation is unchanged.",pass,none,none,program-structure-and-compilation.rst,73,fls_odd1hj3y1mgu,Modules,d74a460c5d92075c260e8cd8b4c6f69b9530f53c,,completed,resolved-high,batch-001,,,,2ece1fbd-ed4b-4347-aafd-7f255219ec39,2026-02-12T01:34:56Z,524d5c16233b4412b2115902a0929bd9c752f8cab047002dd12271f0c7757d7d,low_forward_ref,no,,,,
WA-015,statement,WA,v2-foundational,macros.rst,552,fls_6v06zvi1ctub,Macro Invocation,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,656,statements.rst,Statements,medium,questionable,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=statement,move,Relocated statement definition to Statements section.,relocate-conceptual-owner,"Before macros.rst:552 (fls_6v06zvi1ctub) defined statement via terminated macro invocation usage, which places a foundational syntactic category in a macro-specific rule. After statements.rst:25 (fls_5t8n2p7c0m1d), statement is defined at the start of the Statements chapter for proper ownership and discoverability, with no normative semantic change.",pass,none,none,statements.rst,25,fls_5t8n2p7c0m1d,Statements,d74a460c5d92075c260e8cd8b4c6f69b9530f53c,,completed,resolved-high,batch-001,,,,0c3b301e-3aa5-447b-9492-1b911a63817d,2026-02-12T01:34:56Z,7cc7501314e7397a19ea6d4a8b7d3ed12d4d4aab9b39534c818afbf816e186ac,medium,yes,,,,
WB-001,field list,WB,v2-placement-priority,types-and-traits.rst,772,fls_YERnNZiSdCRn,Enum Types,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,658,expressions.rst,Path Expressions,high,poor,cosmetic,high,,inputs/fls-pr6-placement-fitness-v2.json:term=field list,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-002,type specification,WB,v2-placement-priority,entities-and-resolution.rst,759,fls_9k9hourczbv7,Scope Hierarchy,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,355,macros.rst,Function-like Macros,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=type specification,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-003,concrete type,WB,v2-placement-priority,attributes.rst,1711,fls_61vt1r8g51nh,Attribute ``type_length_limit``,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,56,types-and-traits.rst,Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=concrete type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-004,generic function,WB,v2-placement-priority,values.rst,168,fls_mt94jvoot9dx,Statics,19e75856eac5694e5d613c7c59b429848d333992,generics.rst,62,generics.rst,Generic Parameters,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=generic function,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-005,variable,WB,v2-placement-priority,ownership-and-deconstruction.rst,40,fls_hl5tnd9yy252,Initialization,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,147,macros.rst,Metavariables,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=variable,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-006,container operand,WB,v2-placement-priority,entities-and-resolution.rst,1284,fls_j1bip4w30q8,Field Resolution,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,456,expressions.rst,Place Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=container operand,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-007,undefined behavior,WB,v2-placement-priority,unsafety.rst,14,fls_r1m7v4k2t9pa,Unsafety,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,348,types-and-traits.rst,Bool Type,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=undefined behavior,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-008,code point,WB,v2-placement-priority,expressions.rst,2241,fls_4h2v3pk7qz6n,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,34,lexical-elements.rst,Character Set,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=code point,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-009,receiver operand,WB,v2-placement-priority,entities-and-resolution.rst,1372,fls_mbdS0xiNlj92,Method Resolution,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3658,expressions.rst,Method Call Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=receiver operand,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-010,associated constant,WB,v2-placement-priority,patterns.rst,379,fls_5y6ae0xqux57,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,309,expressions.rst,Constant Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=associated constant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-011,crate root module,WB,v2-placement-priority,entities-and-resolution.rst,973,fls_atvnwly4w8g2,Preludes,19e75856eac5694e5d613c7c59b429848d333992,entities-and-resolution.rst,1002,program-structure-and-compilation.rst,Compilation Roots,high,poor,inline_definition,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=crate root module,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-012,associated trait function,WB,v2-placement-priority,implementations.rst,224,fls_qmhduwunxww0,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,294,associated-items.rst,Associated Items,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait function,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-013,size,WB,v2-placement-priority,expressions.rst,2315,fls_1pbwigq6f3ha,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2319,types-and-traits.rst,Type Layout,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=size,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-014,floating-point type,WB,v2-placement-priority,expressions.rst,1553,fls_xcUkEjuclTjp,Arithmetic Expressions,19e75856eac5694e5d613c7c59b429848d333992,lexical-elements.rst,1061,lexical-elements.rst,Float Literals,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=floating-point type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-015,safety invariant,WB,v2-placement-priority,attributes.rst,874,fls_0tYMAQY1V55p,Attribute ``naked``,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,659,types-and-traits.rst,Str Type,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=safety invariant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-016,unit struct,WB,v2-placement-priority,expressions.rst,658,fls_4q6m9t1w7zpa,Path Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,654,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unit struct,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-017,unsafe context,WB,v2-placement-priority,expressions.rst,3765,fls_jb6krd90tjmc,Field Access Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,662,expressions.rst,Path Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=unsafe context,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-018,associated trait constant,WB,v2-placement-priority,implementations.rst,213,fls_v31idwjau90d,Implementation Conformance,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,3643,types-and-traits.rst,Static Lifetime Elision,high,poor,moderate_divergence,medium,,inputs/fls-pr6-placement-fitness-v2.json:term=associated trait constant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-019,union value,WB,v2-placement-priority,expressions.rst,3270,fls_q7v2m9t4k1pa,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,3267,expressions.rst,Struct Expressions,high,poor,exact_match,high,,inputs/fls-pr6-placement-fitness-v2.json:term=union value,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-020,pattern-without-alternation,WB,v2-placement-priority,ownership-and-deconstruction.rst,630,fls_3ycn4u1fe9h,Drop Scope Extension,19e75856eac5694e5d613c7c59b429848d333992,macros.rst,871,ownership-and-deconstruction.rst,Drop Order,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=pattern-without-alternation,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-021,discriminant,WB,v2-placement-priority,expressions.rst,2224,fls_t4yeovFm83Wo,Type Cast Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,786,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=discriminant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-022,field index,WB,v2-placement-priority,expressions.rst,3292,fls_y3p6rtm7ek3l,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,848,types-and-traits.rst,Struct Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=field index,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-023,static,WB,v2-placement-priority,expressions.rst,328,fls_ibrmiwfypldh,Constant Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,431,values.rst,Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=static,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-024,evaluation,WB,v2-placement-priority,expressions.rst,2020,fls_ydt9zvh0h5ex,Comparison Expressions,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,122,expressions.rst,Expressions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=evaluation,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-025,enum variant value,WB,v2-placement-priority,patterns.rst,836,fls_g6dytd6aq62d,Record Struct Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,756,types-and-traits.rst,Enum Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=enum variant value,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-026,immutable,WB,v2-placement-priority,expressions.rst,4867,fls_RPMOAaZ6lflI,Match Expressions,19e75856eac5694e5d613c7c59b429848d333992,values.rst,17,ffi.rst,External Statics,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=immutable,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-027,signed integer type,WB,v2-placement-priority,expressions.rst,1871,fls_3g2cxq6r7nkp,Bit Expressions,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,424,types-and-traits.rst,Integer Types,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=signed integer type,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-028,execution,WB,v2-placement-priority,statements.rst,51,fls_dl763ssb54q1,Statements,19e75856eac5694e5d613c7c59b429848d333992,statements.rst,44,statements.rst,Statements,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=execution,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-029,function body,WB,v2-placement-priority,types-and-traits.rst,2537,fls_927nfm5mkbsp,Type Inference,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2573,functions.rst,Functions,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=function body,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-030,attribute content,WB,v2-placement-priority,macros.rst,863,fls_9TMRVlQwAdTB,Token Matching,19e75856eac5694e5d613c7c59b429848d333992,attributes.rst,59,attributes.rst,Attributes,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=attribute content,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-031,borrowed,WB,v2-placement-priority,expressions.rst,1021,fls_ya77l2zgtilp,Borrow Expression,19e75856eac5694e5d613c7c59b429848d333992,values.rst,335,ownership-and-deconstruction.rst,Borrowing,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=borrowed,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-032,irrefutable pattern,WB,v2-placement-priority,statements.rst,86,fls_iqar7vvtw22c,Let Statements,19e75856eac5694e5d613c7c59b429848d333992,expressions.rst,2525,patterns.rst,Refutability,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=irrefutable pattern,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-033,record enum variant,WB,v2-placement-priority,expressions.rst,3352,fls_ccqomsereni2,Struct Expressions,19e75856eac5694e5d613c7c59b429848d333992,patterns.rst,900,patterns.rst,Record Struct Patterns,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=record enum variant,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
WB-034,structurally equal,WB,v2-placement-priority,patterns.rst,394,fls_zCswsyuitexI,Path Patterns,19e75856eac5694e5d613c7c59b429848d333992,types-and-traits.rst,2421,types-and-traits.rst,Structural Equality,high,poor,significant_reword,low,,inputs/fls-pr6-placement-fitness-v2.json:term=structurally equal,,,,,,,,,,,,,,pending,pending,,,,,,,,,,,,,
